customer_id,gender,age,city,Order_id,restaurant_name,dish_name,category,qunatity,price,payment_method,order_frequency,loyality_points,churned,rating,delivery_status
C1773,Male,Teenager,Lahore,O5773,KFC,Pasta,Fast Food,2,1081.15,Card,12,141,Active,5,Delivered
C6811,Other,Teenager,Islamabad,O10811,Subway,Pizza,Dessert,4,652.01,Wallet,28,147,Active,4,Cancelled
C5530,Male,Senior,Islamabad,O9530,McDonald's,Pasta,Continental,5,185.16,Card,46,305,Inactive,3,Delayed
C2593,Male,Adult,Lahore,O6593,McDonald's,Burger,Fast Food,1,588.86,Cash,31,471,Inactive,3,Delivered
C3287,Other,Teenager,Multan,O7287,KFC,Sandwich,Dessert,1,1464.61,Card,15,455,Inactive,4,Delivered
C2016,Other,Teenager,Islamabad,O6016,McDonald's,Fries,Fast Food,2,1169.64,Card,26,306,Inactive,4,Cancelled
C1358,Female,Adult,Multan,O5358,KFC,Fries,Continental,5,1085.21,Wallet,20,245,Inactive,1,Cancelled
C2432,Other,Senior,Lahore,O6432,Burger King,Pasta,Chinese,5,567.93,Wallet,44,342,Active,1,Cancelled
C6306,Male,Adult,Karachi,O10306,McDonald's,Pizza,Italian,4,1442.2,Wallet,5,294,Inactive,4,Delivered
C2297,Male,Adult,Multan,O6297,KFC,Burger,Continental,2,542.11,Cash,16,176,Active,5,Cancelled
C6822,Female,Teenager,Lahore,O10822,Pizza Hut,Pizza,Continental,4,340.33,Cash,28,433,Active,4,Delivered
C2348,Male,Teenager,Multan,O6348,Pizza Hut,Sandwich,Dessert,1,963.34,Wallet,1,110,Active,2,Cancelled
C3993,Male,Teenager,Lahore,O7993,KFC,Pasta,Chinese,3,1285.26,Cash,46,225,Inactive,4,Delayed
C2100,Male,Teenager,Islamabad,O6100,Burger King,Sandwich,Dessert,3,264.95,Wallet,21,353,Inactive,4,Delivered
C5915,Male,Adult,Peshawar,O9915,KFC,Pasta,Dessert,4,1189.61,Cash,33,461,Active,4,Delayed
C5407,Other,Teenager,Multan,O9407,Pizza Hut,Pizza,Italian,4,875.31,Cash,21,222,Active,5,Delivered
C6374,Male,Senior,Peshawar,O10374,KFC,Fries,Italian,4,394.67,Card,11,253,Active,2,Cancelled
C3366,Male,Teenager,Islamabad,O7366,Burger King,Fries,Continental,4,219.96,Cash,37,494,Inactive,1,Delivered
C3592,Female,Senior,Lahore,O7592,Subway,Fries,Continental,3,431.04,Cash,44,143,Active,1,Cancelled
C5388,Other,Senior,Karachi,O9388,Pizza Hut,Fries,Chinese,2,1484.22,Cash,50,224,Active,1,Delivered
C4269,Female,Adult,Multan,O8269,Subway,Fries,Dessert,4,330.26,Cash,24,183,Active,5,Delivered
C5237,Male,Teenager,Karachi,O9237,KFC,Burger,Dessert,3,1120.83,Wallet,11,172,Active,3,Delivered
C6868,Female,Teenager,Peshawar,O10868,Pizza Hut,Pizza,Continental,5,140.43,Card,8,8,Active,2,Delivered
C4347,Female,Teenager,Karachi,O8347,KFC,Pasta,Fast Food,1,1346.57,Wallet,11,205,Active,2,Cancelled
C4140,Other,Senior,Multan,O8140,Pizza Hut,Burger,Continental,3,113.5,Wallet,16,284,Active,2,Cancelled
C6391,Female,Adult,Lahore,O10391,KFC,Sandwich,Chinese,2,707.06,Wallet,12,217,Active,1,Cancelled
C5720,Female,Senior,Islamabad,O9720,Burger King,Fries,Fast Food,5,1024.33,Wallet,43,424,Active,4,Delivered
C4276,Male,Teenager,Lahore,O8276,Pizza Hut,Sandwich,Dessert,1,194.63,Wallet,8,302,Inactive,4,Cancelled
C2644,Male,Teenager,Islamabad,O6644,McDonald's,Fries,Dessert,2,952.38,Wallet,49,30,Active,4,Delivered
C3436,Other,Senior,Peshawar,O7436,KFC,Pasta,Continental,4,999.02,Wallet,13,58,Active,2,Delivered
C4189,Other,Adult,Multan,O8189,McDonald's,Pizza,Fast Food,2,314.19,Card,2,55,Active,1,Delayed
C6435,Female,Senior,Lahore,O10435,Burger King,Pasta,Fast Food,5,241.36,Card,26,321,Inactive,4,Cancelled
C6117,Male,Teenager,Multan,O10117,KFC,Pizza,Italian,5,1446.48,Cash,22,278,Inactive,4,Delivered
C1341,Other,Teenager,Peshawar,O5341,Burger King,Pizza,Continental,3,909.53,Wallet,29,337,Active,4,Cancelled
C2682,Male,Teenager,Karachi,O6682,Pizza Hut,Pasta,Dessert,3,1484.83,Card,33,398,Active,2,Delivered
C2153,Female,Teenager,Peshawar,O6153,Burger King,Sandwich,Chinese,1,1163.85,Card,4,77,Inactive,3,Delayed
C2517,Male,Adult,Peshawar,O6517,Burger King,Fries,Chinese,4,1245.88,Card,12,123,Inactive,1,Delivered
C1398,Female,Senior,Islamabad,O5398,McDonald's,Fries,Dessert,4,1045.95,Card,38,87,Active,2,Delayed
C2946,Other,Adult,Lahore,O6946,Subway,Sandwich,Continental,3,567.24,Wallet,27,197,Active,5,Cancelled
C2470,Female,Teenager,Multan,O6470,Burger King,Pasta,Italian,4,1180.47,Cash,15,421,Inactive,5,Delayed
C4056,Other,Adult,Karachi,O8056,KFC,Pasta,Fast Food,4,1096.58,Wallet,11,96,Active,2,Delivered
C3562,Male,Adult,Lahore,O7562,KFC,Sandwich,Continental,1,784.64,Wallet,25,31,Active,1,Cancelled
C6227,Other,Teenager,Lahore,O10227,Burger King,Sandwich,Continental,2,1237.08,Cash,26,124,Active,5,Delayed
C4253,Other,Teenager,Karachi,O8253,McDonald's,Sandwich,Continental,1,612.07,Cash,32,388,Active,3,Cancelled
C5428,Other,Teenager,Multan,O9428,McDonald's,Burger,Dessert,1,779.98,Cash,15,353,Active,3,Delivered
C1018,Female,Adult,Islamabad,O5018,Burger King,Sandwich,Fast Food,2,475.15,Card,1,92,Inactive,1,Cancelled
C2559,Other,Teenager,Multan,O6559,Subway,Pasta,Italian,2,1337.8,Card,45,461,Active,2,Delivered
C6926,Female,Senior,Karachi,O10926,KFC,Pasta,Continental,5,306.21,Cash,25,416,Inactive,2,Delayed
C5771,Other,Adult,Lahore,O9771,Burger King,Pasta,Italian,2,1182.15,Wallet,37,404,Inactive,1,Cancelled
C6433,Other,Adult,Multan,O10433,Subway,Pizza,Italian,5,1320.18,Card,36,204,Inactive,4,Cancelled
C1560,Female,Senior,Multan,O5560,Burger King,Burger,Dessert,4,288.68,Card,15,183,Active,2,Delivered
C1836,Female,Adult,Karachi,O5836,Burger King,Pasta,Italian,3,446.28,Card,31,31,Inactive,3,Cancelled
C3130,Other,Senior,Lahore,O7130,McDonald's,Pasta,Italian,1,454.24,Wallet,15,197,Active,5,Delayed
C5095,Other,Teenager,Multan,O9095,Subway,Burger,Dessert,4,985.46,Card,40,476,Inactive,4,Delayed
C3898,Female,Teenager,Peshawar,O7898,Pizza Hut,Sandwich,Dessert,3,271.58,Wallet,24,263,Inactive,3,Delayed
C2976,Female,Teenager,Peshawar,O6976,McDonald's,Fries,Italian,3,1078.17,Cash,37,178,Inactive,3,Delivered
C4740,Female,Adult,Islamabad,O8740,McDonald's,Fries,Chinese,3,934.15,Card,22,170,Inactive,4,Delayed
C1326,Female,Teenager,Islamabad,O5326,McDonald's,Pizza,Chinese,5,976.34,Cash,23,402,Active,1,Delivered
C1396,Male,Senior,Islamabad,O5396,Burger King,Pasta,Continental,5,166.61,Wallet,32,115,Active,3,Delivered
C6150,Female,Adult,Islamabad,O10150,Pizza Hut,Burger,Dessert,5,445.33,Wallet,48,241,Inactive,1,Delivered
C3577,Male,Senior,Lahore,O7577,Burger King,Sandwich,Chinese,3,600.63,Wallet,44,310,Active,4,Delivered
C3785,Other,Senior,Lahore,O7785,Burger King,Pasta,Italian,4,1403.53,Cash,11,338,Inactive,4,Delayed
C4193,Other,Adult,Karachi,O8193,KFC,Pasta,Chinese,2,225.98,Wallet,44,461,Active,1,Delivered
C3415,Female,Senior,Lahore,O7415,Pizza Hut,Pizza,Fast Food,1,557.46,Cash,6,498,Active,2,Delivered
C3411,Male,Adult,Peshawar,O7411,Subway,Pizza,Continental,4,705.64,Cash,35,161,Inactive,4,Delayed
C1566,Male,Senior,Islamabad,O5566,McDonald's,Burger,Continental,3,1243,Wallet,24,105,Inactive,3,Delayed
C2238,Other,Senior,Multan,O6238,KFC,Sandwich,Fast Food,2,1334.77,Card,49,431,Active,5,Delivered
C6053,Other,Adult,Peshawar,O10053,Burger King,Burger,Dessert,5,899.38,Card,21,301,Active,2,Delivered
C5481,Male,Teenager,Islamabad,O9481,McDonald's,Pizza,Dessert,5,1333.27,Wallet,22,417,Inactive,3,Cancelled
C6576,Female,Teenager,Peshawar,O10576,Subway,Pasta,Fast Food,5,923.56,Cash,30,473,Active,4,Delayed
C3246,Female,Adult,Karachi,O7246,KFC,Burger,Fast Food,2,673.57,Cash,26,216,Inactive,3,Delayed
C1605,Female,Adult,Multan,O5605,Subway,Burger,Italian,4,588.01,Wallet,30,230,Active,3,Delayed
C6914,Other,Adult,Lahore,O10914,Subway,Fries,Italian,4,110.16,Cash,32,412,Inactive,2,Cancelled
C5993,Other,Adult,Karachi,O9993,Subway,Pasta,Fast Food,5,1329.11,Cash,11,82,Inactive,5,Cancelled
C5806,Male,Adult,Multan,O9806,KFC,Fries,Continental,1,889,Card,25,391,Active,4,Delivered
C6726,Male,Senior,Multan,O10726,Pizza Hut,Fries,Continental,2,1252.03,Cash,1,187,Active,2,Delayed
C1340,Female,Adult,Islamabad,O5340,Burger King,Pasta,Dessert,5,723.24,Cash,43,182,Active,1,Delayed
C3578,Female,Adult,Lahore,O7578,Pizza Hut,Burger,Italian,4,1035.57,Wallet,15,297,Active,2,Delayed
C4669,Male,Adult,Karachi,O8669,Burger King,Sandwich,Continental,1,819.69,Cash,30,224,Active,5,Cancelled
C4737,Male,Senior,Peshawar,O8737,Pizza Hut,Pizza,Fast Food,3,1036.99,Wallet,42,87,Active,5,Cancelled
C5986,Other,Senior,Multan,O9986,Burger King,Sandwich,Chinese,4,1484.58,Wallet,50,183,Inactive,1,Delayed
C2642,Female,Teenager,Lahore,O6642,Subway,Pizza,Dessert,2,385.99,Cash,17,469,Inactive,2,Cancelled
C4143,Other,Adult,Peshawar,O8143,Subway,Fries,Dessert,5,748.46,Cash,37,373,Active,2,Delivered
C1125,Female,Teenager,Islamabad,O5125,Burger King,Pizza,Italian,4,146.36,Cash,29,204,Active,3,Delivered
C3711,Other,Adult,Peshawar,O7711,KFC,Burger,Dessert,4,477.1,Cash,13,453,Inactive,5,Delivered
C5852,Other,Adult,Karachi,O9852,Burger King,Pizza,Fast Food,2,633.42,Wallet,9,415,Inactive,5,Cancelled
C3795,Male,Teenager,Multan,O7795,Pizza Hut,Fries,Continental,4,857.32,Cash,34,211,Inactive,1,Delivered
C5873,Female,Senior,Karachi,O9873,Burger King,Pasta,Italian,1,1383.98,Wallet,1,408,Active,1,Delivered
C3205,Other,Senior,Peshawar,O7205,Burger King,Pizza,Chinese,2,563.71,Wallet,33,222,Active,2,Delayed
C6750,Female,Adult,Peshawar,O10750,KFC,Pasta,Chinese,5,1337.62,Cash,43,55,Inactive,1,Cancelled
C1610,Other,Adult,Peshawar,O5610,Burger King,Fries,Dessert,1,655.19,Card,12,159,Active,5,Delivered
C5674,Male,Adult,Islamabad,O9674,KFC,Sandwich,Chinese,4,879.02,Card,22,239,Active,1,Delayed
C6298,Female,Adult,Lahore,O10298,Pizza Hut,Sandwich,Fast Food,5,779.39,Cash,7,245,Inactive,1,Delivered
C3115,Male,Adult,Lahore,O7115,McDonald's,Sandwich,Dessert,1,586.24,Cash,42,364,Active,3,Delivered
C4497,Other,Teenager,Islamabad,O8497,McDonald's,Pizza,Chinese,2,394.6,Card,29,149,Inactive,1,Delayed
C2801,Male,Senior,Multan,O6801,Burger King,Pizza,Continental,3,393.33,Card,36,176,Inactive,1,Cancelled
C6571,Male,Senior,Peshawar,O10571,KFC,Pasta,Chinese,5,1112.56,Card,4,364,Inactive,4,Cancelled
C1631,Female,Teenager,Karachi,O5631,Pizza Hut,Pasta,Italian,1,1416.87,Card,9,302,Active,4,Delivered
C1297,Male,Adult,Islamabad,O5297,McDonald's,Burger,Italian,4,624.47,Cash,42,481,Active,4,Delivered
C4512,Female,Adult,Karachi,O8512,Burger King,Fries,Fast Food,4,1489.93,Card,26,413,Active,1,Cancelled
C3700,Other,Teenager,Peshawar,O7700,Burger King,Burger,Chinese,3,816.56,Card,15,93,Active,2,Delivered
C3289,Male,Teenager,Lahore,O7289,KFC,Fries,Italian,3,301.08,Wallet,16,131,Active,1,Delayed
C4981,Female,Adult,Multan,O8981,Pizza Hut,Burger,Fast Food,2,1025.27,Card,27,109,Active,5,Delayed
C6396,Female,Senior,Peshawar,O10396,Subway,Pasta,Dessert,5,732.9,Cash,8,410,Active,5,Delivered
C4952,Male,Teenager,Multan,O8952,KFC,Sandwich,Italian,5,971.92,Card,13,39,Inactive,2,Delivered
C5038,Female,Teenager,Peshawar,O9038,Burger King,Burger,Chinese,5,1051.9,Cash,15,237,Active,4,Delayed
C6056,Female,Senior,Multan,O10056,KFC,Pizza,Italian,4,1382.62,Card,20,139,Inactive,1,Delivered
C6300,Male,Senior,Islamabad,O10300,Burger King,Fries,Continental,5,548.39,Card,13,55,Inactive,1,Delivered
C6332,Male,Teenager,Islamabad,O10332,KFC,Pasta,Fast Food,3,1493.86,Wallet,44,136,Active,2,Delayed
C4716,Female,Adult,Islamabad,O8716,Burger King,Burger,Chinese,2,1296.33,Wallet,46,90,Inactive,3,Delayed
C2021,Other,Teenager,Islamabad,O6021,Burger King,Burger,Dessert,2,661.62,Wallet,50,385,Inactive,1,Delayed
C6207,Female,Senior,Peshawar,O10207,Burger King,Pizza,Italian,2,548.12,Cash,41,60,Active,3,Delivered
C6551,Female,Senior,Peshawar,O10551,Pizza Hut,Fries,Fast Food,4,528.08,Wallet,11,484,Active,5,Delivered
C1620,Female,Teenager,Peshawar,O5620,Burger King,Fries,Dessert,3,1015.17,Cash,16,288,Inactive,3,Delivered
C1073,Female,Teenager,Peshawar,O5073,Pizza Hut,Pasta,Fast Food,3,795.32,Cash,16,443,Inactive,2,Delivered
C3735,Other,Teenager,Lahore,O7735,KFC,Fries,Dessert,1,1382.66,Cash,22,102,Inactive,3,Delayed
C4840,Male,Senior,Karachi,O8840,Pizza Hut,Sandwich,Dessert,3,376.91,Cash,45,467,Inactive,5,Cancelled
C6897,Male,Teenager,Multan,O10897,KFC,Fries,Continental,3,533.48,Cash,16,346,Active,1,Delivered
C2441,Female,Senior,Lahore,O6441,McDonald's,Fries,Chinese,4,692.98,Cash,21,153,Active,5,Delivered
C6807,Female,Adult,Islamabad,O10807,KFC,Burger,Italian,4,863.09,Cash,17,237,Inactive,1,Delivered
C6425,Other,Teenager,Islamabad,O10425,Burger King,Burger,Continental,1,297.24,Cash,2,19,Active,1,Delayed
C2783,Other,Senior,Lahore,O6783,Subway,Burger,Fast Food,4,1460.56,Card,35,191,Inactive,3,Cancelled
C4360,Male,Adult,Peshawar,O8360,Subway,Pasta,Chinese,4,1000.84,Card,7,76,Inactive,1,Delivered
C5901,Female,Senior,Lahore,O9901,McDonald's,Burger,Dessert,4,543.86,Wallet,22,3,Inactive,1,Delivered
C3681,Other,Teenager,Karachi,O7681,Pizza Hut,Burger,Fast Food,3,995.56,Cash,30,5,Active,4,Cancelled
C4868,Other,Adult,Multan,O8868,KFC,Sandwich,Fast Food,4,384.57,Wallet,22,120,Active,4,Delayed
C5615,Female,Senior,Islamabad,O9615,KFC,Pasta,Dessert,3,839.66,Cash,49,306,Inactive,3,Cancelled
C5248,Male,Adult,Multan,O9248,McDonald's,Sandwich,Fast Food,1,709.1,Card,15,54,Inactive,1,Cancelled
C3472,Other,Senior,Peshawar,O7472,Burger King,Burger,Fast Food,2,1054.88,Card,24,404,Active,4,Delivered
C4730,Female,Teenager,Islamabad,O8730,McDonald's,Pasta,Dessert,1,1062.47,Wallet,20,167,Inactive,5,Cancelled
C3645,Male,Adult,Islamabad,O7645,KFC,Pizza,Dessert,4,191.45,Card,14,31,Inactive,4,Delivered
C3740,Male,Adult,Peshawar,O7740,KFC,Pizza,Fast Food,2,917.11,Cash,12,331,Active,1,Delayed
C2988,Other,Adult,Peshawar,O6988,Subway,Pasta,Chinese,5,387.58,Card,17,65,Active,3,Delayed
C6221,Other,Senior,Lahore,O10221,Subway,Sandwich,Italian,4,244.14,Cash,13,404,Inactive,3,Delayed
C6738,Male,Senior,Lahore,O10738,KFC,Pasta,Continental,2,889.63,Wallet,29,105,Active,2,Delivered
C3091,Other,Senior,Multan,O7091,McDonald's,Fries,Fast Food,5,535.88,Card,15,456,Active,3,Delayed
C4128,Male,Senior,Islamabad,O8128,McDonald's,Burger,Dessert,5,1347.65,Cash,9,109,Inactive,3,Delayed
C2428,Female,Adult,Peshawar,O6428,Pizza Hut,Fries,Fast Food,2,1018.97,Card,25,37,Active,5,Delayed
C5478,Female,Adult,Karachi,O9478,McDonald's,Pasta,Dessert,1,1016.55,Card,30,216,Active,5,Delayed
C5894,Other,Adult,Multan,O9894,Pizza Hut,Sandwich,Chinese,2,937.39,Cash,22,152,Inactive,4,Delivered
C1192,Female,Teenager,Islamabad,O5192,Burger King,Fries,Continental,1,400.99,Wallet,22,277,Inactive,1,Delivered
C1389,Male,Adult,Islamabad,O5389,Subway,Sandwich,Chinese,2,597.37,Wallet,48,413,Active,5,Delivered
C2436,Male,Senior,Lahore,O6436,Pizza Hut,Burger,Italian,4,620.15,Cash,48,425,Inactive,4,Cancelled
C2885,Other,Senior,Peshawar,O6885,Pizza Hut,Burger,Fast Food,4,443.55,Cash,23,176,Inactive,4,Delivered
C2619,Female,Senior,Karachi,O6619,Burger King,Sandwich,Fast Food,2,1234.2,Wallet,21,87,Inactive,2,Delivered
C6971,Male,Senior,Peshawar,O10971,Burger King,Sandwich,Italian,5,1021.33,Wallet,45,271,Active,1,Cancelled
C3439,Other,Teenager,Islamabad,O7439,McDonald's,Fries,Fast Food,3,833.56,Card,2,8,Inactive,5,Delayed
C4476,Male,Adult,Lahore,O8476,Burger King,Pizza,Italian,5,1103.19,Cash,10,443,Inactive,1,Delivered
C3552,Female,Adult,Peshawar,O7552,McDonald's,Fries,Dessert,1,428.86,Wallet,31,246,Active,2,Delivered
C5959,Other,Senior,Multan,O9959,Pizza Hut,Pasta,Continental,3,708.22,Wallet,19,496,Inactive,5,Delayed
C1378,Female,Senior,Multan,O5378,Pizza Hut,Sandwich,Dessert,3,1470.57,Cash,40,5,Active,2,Delivered
C5083,Other,Adult,Lahore,O9083,Burger King,Pasta,Chinese,3,1185.23,Wallet,26,70,Inactive,3,Delivered
C2473,Male,Teenager,Karachi,O6473,Burger King,Fries,Fast Food,4,218,Card,44,411,Active,5,Delayed
C2054,Female,Senior,Islamabad,O6054,KFC,Fries,Chinese,1,215.88,Cash,46,217,Active,1,Cancelled
C1601,Male,Senior,Multan,O5601,KFC,Burger,Continental,3,1205.06,Cash,33,197,Inactive,5,Cancelled
C6437,Other,Teenager,Islamabad,O10437,Subway,Pasta,Dessert,2,530.26,Card,11,43,Active,2,Cancelled
C3103,Female,Teenager,Islamabad,O7103,KFC,Fries,Fast Food,2,981.31,Card,38,289,Active,4,Delivered
C5731,Female,Teenager,Karachi,O9731,McDonald's,Pizza,Chinese,2,920.59,Cash,49,248,Active,4,Delayed
C5707,Other,Adult,Karachi,O9707,Subway,Fries,Chinese,1,1162.28,Wallet,28,40,Inactive,2,Cancelled
C6508,Male,Senior,Multan,O10508,Subway,Fries,Fast Food,2,287.7,Card,28,228,Inactive,5,Cancelled
C6124,Male,Adult,Peshawar,O10124,Burger King,Burger,Continental,5,939.58,Card,33,129,Inactive,2,Cancelled
C4294,Other,Adult,Lahore,O8294,Subway,Pizza,Italian,3,1432.57,Card,17,333,Inactive,2,Delivered
C3478,Male,Teenager,Peshawar,O7478,Burger King,Fries,Italian,3,747.58,Wallet,16,290,Active,3,Delivered
C1198,Female,Senior,Karachi,O5198,McDonald's,Fries,Italian,1,839.34,Cash,18,347,Active,4,Cancelled
C4085,Other,Adult,Islamabad,O8085,Subway,Sandwich,Fast Food,1,1142.85,Cash,22,288,Inactive,5,Delivered
C4108,Female,Teenager,Peshawar,O8108,Pizza Hut,Burger,Continental,1,350.81,Wallet,19,4,Active,1,Cancelled
C3774,Other,Adult,Peshawar,O7774,Subway,Fries,Italian,1,404.66,Cash,19,348,Inactive,1,Delayed
C5951,Male,Adult,Islamabad,O9951,Burger King,Fries,Chinese,5,422.11,Cash,38,85,Inactive,4,Cancelled
C4624,Other,Teenager,Lahore,O8624,Burger King,Pasta,Fast Food,2,210.39,Card,44,151,Inactive,3,Cancelled
C1977,Male,Adult,Multan,O5977,McDonald's,Fries,Fast Food,3,852.49,Card,2,124,Inactive,3,Delivered
C3311,Male,Adult,Karachi,O7311,Subway,Pasta,Italian,2,846.02,Card,24,98,Active,2,Delivered
C2523,Male,Teenager,Islamabad,O6523,Subway,Pizza,Continental,5,1015.21,Wallet,29,354,Inactive,2,Cancelled
C5420,Other,Adult,Karachi,O9420,KFC,Pasta,Continental,3,377.77,Cash,4,481,Inactive,5,Delivered
C3233,Other,Teenager,Peshawar,O7233,KFC,Fries,Dessert,2,195.78,Card,15,235,Inactive,3,Cancelled
C6234,Other,Senior,Lahore,O10234,Subway,Pasta,Fast Food,2,1413.68,Card,12,168,Inactive,4,Delivered
C1784,Male,Senior,Karachi,O5784,Pizza Hut,Pasta,Dessert,3,1166.73,Cash,4,286,Inactive,4,Delivered
C1976,Male,Teenager,Multan,O5976,McDonald's,Sandwich,Continental,4,813.69,Card,14,437,Inactive,5,Delayed
C2649,Other,Adult,Peshawar,O6649,Subway,Pizza,Italian,5,1061.38,Card,25,15,Active,5,Delivered
C6220,Other,Adult,Islamabad,O10220,McDonald's,Sandwich,Chinese,2,354.8,Wallet,2,368,Active,5,Delivered
C2056,Male,Teenager,Multan,O6056,Subway,Pizza,Fast Food,5,1482.39,Wallet,37,141,Active,5,Cancelled
C5346,Female,Senior,Lahore,O9346,Pizza Hut,Pasta,Fast Food,3,363.41,Cash,7,309,Active,3,Cancelled
C1562,Female,Adult,Multan,O5562,KFC,Fries,Chinese,2,941.03,Cash,30,169,Inactive,2,Delayed
C4122,Male,Adult,Peshawar,O8122,KFC,Fries,Continental,3,726.33,Card,35,174,Inactive,1,Delivered
C4536,Female,Teenager,Multan,O8536,KFC,Pasta,Chinese,3,1402.39,Card,47,266,Active,1,Delayed
C6752,Other,Senior,Peshawar,O10752,Pizza Hut,Fries,Dessert,5,644.06,Cash,2,221,Active,4,Cancelled
C6149,Other,Senior,Multan,O10149,Subway,Burger,Fast Food,4,665.27,Card,31,79,Active,5,Delivered
C1633,Other,Adult,Multan,O5633,Burger King,Fries,Continental,5,598.24,Cash,49,8,Inactive,4,Delivered
C4528,Other,Senior,Lahore,O8528,Pizza Hut,Sandwich,Italian,2,808.44,Cash,44,391,Inactive,4,Delayed
C6405,Other,Adult,Karachi,O10405,KFC,Sandwich,Continental,3,321.23,Card,45,262,Inactive,3,Cancelled
C5617,Other,Senior,Multan,O9617,KFC,Pizza,Italian,4,535.8,Card,27,486,Active,1,Delivered
C5278,Other,Adult,Lahore,O9278,Subway,Pizza,Italian,2,164.33,Card,24,446,Active,4,Delayed
C5962,Male,Senior,Lahore,O9962,Subway,Burger,Italian,2,488.25,Card,32,422,Inactive,3,Delivered
C4210,Male,Teenager,Islamabad,O8210,KFC,Fries,Dessert,5,1349.62,Cash,32,225,Active,4,Delivered
C3765,Other,Adult,Lahore,O7765,Pizza Hut,Fries,Italian,2,1377.72,Cash,16,438,Active,5,Delivered
C4305,Female,Senior,Islamabad,O8305,KFC,Burger,Chinese,2,657.48,Wallet,5,353,Active,3,Cancelled
C4615,Male,Senior,Karachi,O8615,Subway,Pasta,Fast Food,3,567.96,Wallet,2,212,Inactive,5,Delayed
C1150,Male,Senior,Islamabad,O5150,Pizza Hut,Sandwich,Chinese,4,950.35,Card,7,433,Active,2,Delayed
C1681,Female,Teenager,Multan,O5681,KFC,Burger,Fast Food,3,532.1,Cash,27,373,Active,2,Cancelled
C1680,Male,Adult,Lahore,O5680,Pizza Hut,Pasta,Fast Food,5,421.54,Wallet,18,10,Active,2,Delivered
C6208,Female,Teenager,Lahore,O10208,KFC,Sandwich,Chinese,3,1034.83,Wallet,37,405,Active,1,Delivered
C1164,Male,Teenager,Karachi,O5164,Subway,Fries,Italian,2,348.49,Card,3,475,Inactive,3,Cancelled
C6544,Female,Adult,Lahore,O10544,McDonald's,Pizza,Dessert,1,1012.8,Cash,38,271,Inactive,2,Delivered
C3842,Other,Teenager,Karachi,O7842,Burger King,Pasta,Fast Food,5,1433.75,Cash,41,233,Active,1,Delivered
C3801,Female,Teenager,Peshawar,O7801,Burger King,Pizza,Dessert,2,351.29,Cash,31,167,Inactive,2,Delivered
C1962,Female,Adult,Lahore,O5962,Pizza Hut,Burger,Continental,1,1234.2,Wallet,29,346,Inactive,3,Cancelled
C1810,Female,Adult,Islamabad,O5810,Burger King,Sandwich,Dessert,4,808.74,Card,26,80,Active,5,Delivered
C1551,Female,Teenager,Islamabad,O5551,Pizza Hut,Fries,Fast Food,4,1426.85,Cash,9,156,Inactive,4,Cancelled
C6620,Female,Adult,Islamabad,O10620,Pizza Hut,Burger,Chinese,1,595.62,Wallet,28,354,Active,3,Delayed
C5221,Male,Senior,Lahore,O9221,McDonald's,Burger,Italian,3,1291.14,Card,7,42,Inactive,3,Cancelled
C6953,Male,Teenager,Peshawar,O10953,McDonald's,Pizza,Italian,3,633.07,Card,29,171,Active,3,Delivered
C5271,Other,Senior,Peshawar,O9271,KFC,Pizza,Italian,3,856.63,Card,21,294,Inactive,2,Delivered
C1158,Female,Teenager,Karachi,O5158,McDonald's,Fries,Chinese,4,906.49,Wallet,6,319,Active,1,Cancelled
C1956,Female,Senior,Multan,O5956,McDonald's,Fries,Dessert,2,129.97,Cash,8,143,Inactive,5,Delayed
C2379,Other,Teenager,Karachi,O6379,Pizza Hut,Pizza,Fast Food,1,1446.89,Card,46,218,Active,2,Delivered
C6173,Female,Senior,Karachi,O10173,McDonald's,Sandwich,Italian,5,1028.53,Card,11,477,Active,2,Delayed
C3807,Male,Teenager,Lahore,O7807,KFC,Pizza,Continental,5,705.33,Card,23,433,Active,5,Cancelled
C6784,Other,Teenager,Lahore,O10784,Pizza Hut,Fries,Italian,5,1040.05,Card,9,153,Active,3,Cancelled
C2974,Male,Teenager,Peshawar,O6974,Pizza Hut,Pizza,Chinese,5,1381.47,Wallet,10,157,Active,1,Delayed
C5843,Male,Senior,Karachi,O9843,Pizza Hut,Burger,Italian,5,697.14,Cash,20,69,Active,1,Delivered
C2766,Other,Adult,Lahore,O6766,McDonald's,Sandwich,Fast Food,5,808.44,Wallet,20,34,Inactive,2,Cancelled
C1521,Female,Adult,Karachi,O5521,McDonald's,Pasta,Italian,4,818.25,Card,14,226,Active,3,Delivered
C6401,Male,Senior,Islamabad,O10401,Pizza Hut,Pasta,Fast Food,2,436.21,Wallet,4,196,Inactive,2,Delayed
C1369,Male,Senior,Multan,O5369,McDonald's,Pizza,Dessert,2,737.59,Wallet,46,328,Active,4,Delivered
C1101,Female,Teenager,Multan,O5101,KFC,Fries,Chinese,5,1487.89,Card,19,32,Active,4,Cancelled
C4431,Male,Senior,Islamabad,O8431,KFC,Pizza,Fast Food,4,284.45,Wallet,16,173,Active,1,Delayed
C3085,Female,Teenager,Islamabad,O7085,Subway,Burger,Chinese,2,775.47,Cash,25,172,Active,3,Delayed
C5439,Female,Adult,Karachi,O9439,Subway,Pasta,Chinese,2,475.11,Wallet,20,103,Active,1,Delayed
C1318,Other,Senior,Multan,O5318,Pizza Hut,Pizza,Chinese,4,143.47,Cash,4,119,Inactive,5,Delivered
